runtime,title,directors,genres
86.0,Vampirella,,
90.0,The Deathhead Virgin,Norman Foster,"Drama,Horror"
80.0,I Like to Hurt People,,
95.0,Un fantastico via vai,Leonardo Pieraccioni,Comedy
90.0,2 Autumns 3 Winters,Sébastien Betbeder,Comedy
94.0,The Decent One,Vanessa Lapa,"Documentary,Drama,History"
90.0,The Husband She Met Online,,
105.0,The Lady in the Car with Glasses and a Gun,Anatole Litvak,"Drama,Mystery,Thriller"
0.0,Das Lied einer Nacht,Anatole Litvak,"Comedy,Musical"
99.0,The Old Devil,Anatole Litvak,Drama
111.0,Flight into Darkness,Anatole Litvak,Drama
85.0,The Woman I Love,Anatole Litvak,Drama
98.0,Tovarich,Anatole Litvak,Comedy
57.0,Why We Fight: Divide and Conquer,"Frank Capra, Anatole Litvak","Documentary,History,War"
98.0,The Deep Blue Sea,Anatole Litvak,"Drama,Romance"
60.0,Doctor Who: The Husbands of River Song,,
95.0,The Guvnors,Gabe Turner,Thriller
79.0,The Rise & Fall of a White Collar Hooligan,Paul Tanter,"Crime,Drama,Thriller"
95.0,Band of Robbers,"Aaron Nee, Adam Nee","Adventure,Comedy,Crime"
107.0,Moonwalkers,Antoine Bardou-Jacquet,"Action,Comedy"
127.0,The Girl and Death,Jos Stelling,"Drama,Romance"
14.0,Ellis,,
100.0,The Wicked Uncle,Urs Odermatt,"Comedy,Drama"
0.0,Rumors of Wars,Paul Tomborello,"Drama,Sci-Fi,Thriller"
100.0,In girum imus nocte et consumimur igni,Guy Debord,Documentary
90.0,Can Dialectics Break Bricks?,René Viénet,Comedy
0.0,The New Watchdogs,"Gilles Balbastre, Yannick Kergoat",Documentary
0.0,Jean-Philippe,Laurent Tuel,"Comedy,Fantasy,Music"
95.0,Las aventuras de Oliver Twist,Fernando Ruiz,"Adventure,Animation,Family"
90.0,Protect and Serve,Eric Lavaine,Comedy
85.0,Christ lives in Siberia,"Jaak Kilmi, Arbo Tammiksaar",Documentary
111.0,The Battle Of The Villa Fiorita,Delmer Daves,"Drama,Romance"
100.0,Don Quixote,Grigoriy Kozintsev,Drama
104.0,Birch Interval,Delbert Mann,"Drama,Family"
78.0,Kansas: Miracles Out Of Nowhere,Charles Randazzo,"Biography,Documentary,History"
16.0,Derrick contre Superman,,
99.0,Empire of Dirt,Peter Stebbings,Drama
75.0,Aimy in a Cage,Hooroo Jackson,"Drama,Fantasy,Sci-Fi"
107.0,Trophy Kids,Chris Bell,Documentary
92.0,Journey to Le Mans,Charlotte Fantelli,"Documentary,Sport"
85.0,Mousey,,
96.0,An American Tragedy,Josef von Sternberg,"Crime,Drama,Romance"
52.0,Marx Reloaded,,
81.0,Low & Clear,"Kahlil Hudson, Tyler Hughen","Documentary,Drama"
0.0,Ahwak,Mohamed Samy,"Comedy,Romance"
102.0,Light of My Eyes,Wael Ihsan,"Drama,Romance"
106.0,Janis: Little Girl Blue,Amy Berg,"Biography,Documentary,Music"
74.0,Schoolgirl Hitchhikers,,
70.0,Plastic Galaxy: The Story of Star Wars Toys,Brian Stillman,"Documentary,History,Sci-Fi"
91.0,Uncanny,Matthew Leutwyler,"Drama,Horror,Sci-Fi"
118.0,Tomorrow,"Cyril Dion, Mélanie Laurent",Documentary
81.0,Potato Salad: Don't Ask!,Michael David Pate,"Comedy,Horror"
93.0,The Spy with a Cold Nose,Daniel Petrie,Comedy
107.0,The Bay Boy,Daniel Petrie,Drama
0.0,Aliens on the Moon: The Truth Exposed,,
90.0,Army Dog,Ezra Kemp,"Action,Family"
117.0,The 7:39,,
82.0,All for One,Rasmus Heide,"Comedy,Crime"
86.0,Jackpot,Magnus Martens,"Action,Comedy,Crime"
105.0,The Reunion,Niels Nørløv Hansen,Comedy
114.0,The Breakup Guru,"Chao Deng, Baimei Yu",Comedy
80.0,Love Lesson,Ko Kyoung,"Drama,Romance"
93.0,Who?,Jack Gold,"Mystery,Sci-Fi,Thriller"
104.0,Charlie Muffin,,
0.0,Kent State,,
97.0,Jigsaw,James Goldstone,"Mystery,Thriller"
74.0,One Track Heart: The Story of Krishna Das,Jeremy Frindel,"Biography,Documentary,Music"
9.0,Wire Cutters,,
91.0,Madalena,Dinos Dimopoulos,"Drama,Romance"
116.0,The Correspondence,Giuseppe Tornatore,"Drama,Romance"
85.0,Tag,Sion Sono,"Action,Drama,Fantasy"
97.0,The Dark Side of the Moon,Stephan Rick,"Mystery,Thriller"
68.0,100 Yen: The Japanese Arcade Experience,Brad Crawford,Documentary
88.0,Dark Country,Thomas Jane,"Crime,Mystery,Thriller"
72.0,Songs From the North,Soon-Mi Yoo,Documentary
90.0,We'll Take Manhattan,,
83.0,The Mark of the Hawk,Michael Audley,Drama
82.0,Nine Muses of Star Empire,Hark Joon Lee,"Documentary,Music"
90.0,Why Change Your Wife?,Cecil B. DeMille,"Comedy,Drama"
71.0,Miss Lulu Bett,William C. de Mille,"Comedy,Drama"
84.0,Face the Music,Terence Fisher,"Crime,Drama,Film-Noir"
85.0,Fuck for Forest,Michal Marczak,"Documentary,Drama"
80.0,The Stranglers of Bombay,Terence Fisher,"Action,Adventure,History"
88.0,The Two Faces of Dr. Jekyll,Terence Fisher,Horror
73.0,A Journey into Bliss,Wenzel Storch,Fantasy
90.0,Asu Mare,Ricardo Maldonado,"Biography,Comedy"
86.0,The Abandoned,Eytan Rockaway,"Horror,Mystery,Thriller"
104.0,I Survived a Zombie Holocaust,Guy Pigden,"Comedy,Horror"
91.0,Kotoko,Shin'ya Tsukamoto,"Drama,Horror"
0.0,The West,,
102.0,Cougar Hunting,Robin Blazak,"Comedy,Romance"
86.0,Flag Wars,"Linda Goode Bryant, Laura Poitras",Documentary
68.0,Evaporating Borders,Iva Radivojevic,"Documentary,Drama"
80.0,80 Million,Waldemar Krzystek,"Action,Drama,History"
0.0,Beats of Freedom,"Leszek Gnoinski, Wojciech Slota","Documentary,Music"
92.0,Jasne Błękitne Okna,Boguslaw Linda,Drama
100.0,TEKKEN: Blood Vengeance,Yoichi Mouri,"Action,Animation,Fantasy"
0.0,Columbo - Ransom for a Dead Man,,
0.0,Splinters,Maciej Pieprzyca,"Comedy,Drama"
95.0,"Job, czyli ostatnia szara komórka",Konrad Niewolski,Comedy
98.0,All Will Be Well,Tomasz Wiszniewski,Drama
87.0,Ajlawju,Marek Koterski,"Comedy,Drama,Romance"
95.0,Happy New York,Janusz Zaorski,"Comedy,Drama"
100.0,Black Thursday,Antoni Krauze,"Drama,History"
78.0,Porno,Marek Koterski,"Comedy,Romance"
0.0,Mr. Kuka's Advice,Dariusz Gajewski,Comedy
101.0,Destined for Blues,Jan Kidawa-Blonski,"Biography,Drama,Music"
25.0,Last Order: Final Fantasy VII,,
82.0,Naruto the Movie: Ninja Clash in the Land of Snow,Tensai Okamura,"Action,Adventure,Animation"
127.0,Walesa: Man of Hope,Andrzej Wajda,"Biography,Comedy,Drama"
125.0,General Nil,Ryszard Bugajski,"Biography,Drama,History"
73.0,Top Gear: The Worst Car In the History of the World,,
84.0,Supermarket,Maciej Zak,Thriller
0.0,"Dzień dobry, kocham cię!",Ryszard Zatorski,"Comedy,Romance"
117.0,How Much Does the Trojan Horse Weigh?,Juliusz Machulski,"Comedy,Drama,Romance"
0.0,Maicol Jecson,"Enrico Audenino, Francesco Calabrese",Comedy
3.0,Sisyphus,,
89.0,Goodbye Gemini,Alan Gibson,"Crime,Drama,Horror"
94.0,Vendetta for the Saint,Jim O'Connolly,"Action,Adventure,Crime"
114.0,Frozen Silence,Gerardo Herrero,"Crime,Drama,Mystery"
60.0,Bridge To Terabithia,,
60.0,Broken Strings,Bernard B. Ray,"Drama,Music"
74.0,Descendents,Jorge Olguín,"Action,Adventure,Fantasy"
0.0,Trouble,Harry Cleven,Thriller
90.0,Forty Little Mothers,Busby Berkeley,"Drama,Romance"
56.0,Harlem Rides the Range,Richard C. Kahn,"Drama,Music,Western"
160.0,Ko,K.V. Anand,"Action,Musical,Thriller"
0.0,King,Sreenu Vaitla,"Action,Comedy,Crime"
78.0,Little Big Shot,Michael Curtiz,"Comedy,Crime,Drama"
93.0,Mickey,"F. Richard Jones, James Young","Comedy,Drama"
54.0,Midnight Shadow,George Randol,Mystery
71.0,Miracle in Harlem,Jack Kemp,"Mystery,Romance"
84.0,Old 37,"Christian Winters, Alan Smithee","Drama,Horror"
66.0,Smugglers' Cove,William Beaudine,"Comedy,Crime,Family"
66.0,Spirit of Youth,Harry L. Fraser,"Biography,Drama,Sport"
69.0,Swing!,Oscar Micheaux,"Drama,Musical"
0.0,Spy Time,Javier Ruiz Caldera,"Action,Comedy,Thriller"
100.0,Retribution,Dani de la Torre,"Action,Adventure,Crime"
85.0,The Secret of the Magic Gourd,"John Chu, Frankie Chung","Adventure,Comedy,Drama"
94.0,Woman's World,Jean Negulesco,"Drama,Romance"
141.0,The Garden of Women,Keisuke Kinoshita,Drama
86.0,Burroughs: The Movie,Howard Brookner,"Biography,Documentary"
96.0,A Poem is a Naked Person,Les Blank,"Documentary,Music"
12.0,Faces of November,,
86.0,David Golder,Julien Duvivier,Drama
108.0,Poil de Carotte,Julien Duvivier,Drama
90.0,La Tête d'un Homme,Julien Duvivier,"Crime,Mystery,Thriller"
93.0,Diabolically Yours,Julien Duvivier,"Crime,Drama,Thriller"
107.0,Chair de poule,Julien Duvivier,"Crime,Drama"
110.0,The Burning Court,Julien Duvivier,"Crime,Drama,Horror"
0.0,Boulevard,Julien Duvivier,"Comedy,Drama"
95.0,Marie-Octobre,Julien Duvivier,"Drama,Mystery"
115.0,Lovers of Paris,Julien Duvivier,Drama
113.0,Deadlier Than the Male,Julien Duvivier,"Crime,Drama,Thriller"
0.0,Marianne of My Youth,Julien Duvivier,"Drama,Fantasy,Romance"
118.0,Holiday for Henrietta,Julien Duvivier,Comedy
114.0,Under the Paris Sky,Julien Duvivier,"Crime,Drama"
91.0,Panic,Julien Duvivier,"Crime,Drama"
65.0,Destiny,"Reginald Le Borg, Julien Duvivier","Crime,Drama,Fantasy"
93.0,Flesh and Fantasy,Julien Duvivier,"Drama,Fantasy,Horror"
0.0,The Phantom Carriage,Julien Duvivier,"Drama,Fantasy"
99.0,La Fin du Jour,Julien Duvivier,Drama
96.0,The Golem,Julien Duvivier,"Fantasy,Horror"
0.0,Maria Chapdelaine,Julien Duvivier,Drama
85.0,Au bonheur des dames,Julien Duvivier,"Drama,Romance"
108.0,Poil de Carotte,Julien Duvivier,"Drama,Family"
0.0,Le mystère de la tour Eiffel,Julien Duvivier,Drama
116.0,A Man Called Ove,Hannes Holm,"Comedy,Drama,Romance"
80.0,Hiawatha,Kurt Neumann,"Drama,Romance,Western"
72.0,Tarzan and the Leopard Woman,Kurt Neumann,"Action,Adventure,Romance"
76.0,The Forest,Piotr Dumala,Drama
12.0,A Gentle Spirit,,
89.0,The Image,,
94.0,El Cortez,Stephen Purvis,"Drama,Thriller"
83.0,Decoding Deepak,Gotham Chopra,Documentary
90.0,Blind Date,Clovis Cornillac,"Comedy,Romance"
89.0,Graveyard Shift,Jerry Ciccoritti,Horror
95.0,Witchcraft,Rob Spera,"Drama,Horror"
88.0,Witchcraft II: The Temptress,Mark Woods,"Drama,Horror"
81.0,Mandroid,Jack Ersgard,"Action,Sci-Fi"
84.0,Prehysteria!,"Albert Band, Charles Band","Adventure,Comedy,Family"
86.0,Deathstalker and the Warriors from Hell,Alfonso Corona,"Action,Adventure,Fantasy"
75.0,Deathstalker IV: Match of Titans,Howard R. Cohen,"Action,Adventure,Fantasy"
91.0,Dream a Little Dream 2,,
115.0,Chico - Artista Brasileiro,Miguel Faria Jr.,Documentary
75.0,The Seventh Company Outdoors,Robert Lamoureux,Comedy
96.0,Kindar the Invulnerable,Osvaldo Civirani,"Action,Adventure,Mystery"
100.0,The Lovers and the Despot,"Ross Adam, Robert Cannan","Biography,Documentary,Thriller"
110.0,Michael Jackson's Journey from Motown to Off the Wall,Spike Lee,"Documentary,Music"
88.0,Wiener-Dog,Todd Solondz,"Comedy,Drama"
86.0,Norm of the North,"Trevor Wall, Lisa Ortiz","Adventure,Animation,Comedy"
102.0,Ride Along 2,Tim Story,"Action,Comedy,Crime"
98.0,Maggie's Plan,Rebecca Miller,"Comedy,Drama,Romance"
99.0,Notias,Tassos Boulmetis,"Comedy,Drama"
102.0,Toss-Up,Ugur Yücel,Drama
104.0,According to Pereira,Roberto Faenza,Drama
,Silvio Forever,"Roberto Faenza, Filippo Macelloni","Biography,Documentary"
90.0,The Raspberry Reich,Bruce LaBruce,"Comedy,Drama,Romance"
72.0,Batman: Bad Blood,,
93.0,15: The Movie,Royston Tan,"Comedy,Drama"
70.0,To Singapore with Love,Tan Pin Pin,Documentary
110.0,Cleopatra Wong,Bobby A. Suarez,"Action,Adventure,Crime"
137.0,Under Electric Clouds,Aleksey German Jr.,"Drama,Sci-Fi"
440.0,The Bible,,
105.0,Hollywood on Trial,David Helpern,"Documentary,History"
60.0,I'm a Stranger Here Myself,David Helpern,Documentary
67.0,Weasels Rip My Flesh,Nathan Schiff,"Horror,Sci-Fi"
85.0,Twisted Seduction,Dominique Adams,"Comedy,Romance,Thriller"
82.0,Spanish Lake,Phillip Andrew Morton,Documentary
69.0,Being Ginger,Scott P. Harris,Documentary
97.0,Slow Burn,Rodney Gibbons,"Action,Crime,Drama"
0.0,Keep Surfing,Bjoern Richie Lob,Documentary
95.0,Plastic Planet,Werner Boote,Documentary
102.0,The Conquest of Mycenae,Giorgio Ferroni,"Adventure,Fantasy"
89.0,The Lion of Thebes,Giorgio Ferroni,"Action,Adventure,Drama"
99.0,Blood for a Silver Dollar,Giorgio Ferroni,"Action,Drama,Romance"
116.0,Wood Job!,Shinobu Yaguchi,"Adventure,Comedy"
100.0,Secret Agent Super Dragon,Giorgio Ferroni,"Mystery,Thriller"
105.0,For a Few Extra Dollars,Giorgio Ferroni,"Drama,War,Western"
104.0,Wanted,Giorgio Ferroni,"Action,Drama,Romance"
112.0,Hermanoteu In the Land of Godah,Bernardo Palmeiro,"Adventure,Comedy"
90.0,Mill of the Stone Women,Giorgio Ferroni,"Horror,Sci-Fi"
58.0,BaadAsssss Cinema,,
104.0,Sisters in Law,"Florence Ayisi, Kim Longinotto",Documentary
78.0,One Way or Another,Sara Gómez,"Drama,Romance"
120.0,"One Sings, the Other Doesn't",Agnès Varda,"Drama,History"
97.0,My Boyfriend an Angel,Vera Storozheva,Comedy
13.0,Yardbird,,
106.0,Eddie the Eagle,Dexter Fletcher,"Adventure,Biography,Comedy"
126.0,Airlift,Raja Menon,"Drama,History"
131.0,Fitoor,Abhishek Kapoor,"Drama,Romance"
94.0,If You Want to Live... Shoot!,Sergio Garrone,"Comedy,Romance,Western"
97.0,No Graves on Boot Hill,Sergio Garrone,"Drama,Western"
97.0,No Room To Die,Sergio Garrone,"Drama,Western"
86.0,Kill Django...Kill First,Sergio Garrone,"Drama,Western"
94.0,Terrible Day of the Big Gundown,Sergio Garrone,"Drama,Western"
88.0,The Flash 2 - Revenge of the Trickster,,
90.0,Dracula's Dog,Albert Band,Horror
0.0,Heavenly Judgement,Alyona Zvantsova,"Comedy,Drama,Fantasy"
109.0,The Lighthouse,Eduardo Mignogna,Drama
85.0,Sammy and Me,Eduardo Milewicz,"Comedy,Family,Romance"
103.0,The Education of Fairies,José Luis Cuerda,"Drama,Romance"
82.0,Lovely Loneliness,"Martín Carranza, Victoria Galardi","Comedy,Romance"
127.0,The Dancer and the Thief,Fernando Trueba,Drama
106.0,En fuera de juego,David Marqués,"Comedy,Sport"
0.0,Violet,Luiso Berdejo,"Drama,Fantasy,Romance"
74.0,Chicken Ranch,"Nick Broomfield, Sandi Sissel",Documentary
102.0,Exposed,Gee Malik Linton,"Crime,Drama,Mystery"
93.0,Bloody Reunion,Dae-wung Lim,"Horror,Mystery,Thriller"
0.0,Carpet Racers,Jay Thames,"Action,Comedy,Documentary"
94.0,Terminus,Marc Furmie,"Drama,Sci-Fi"
108.0,Red Wing,Will Wallace,"Drama,Romance"
10.0,Kick-heart,,
130.0,My King,Maïwenn,"Drama,Romance"
0.0,Fluke,Tamás Keményffy,Comedy
90.0,The Homestretch,"Anne de Mare, Kirsten Kelly",Documentary
97.0,The Perfect 46,Brett Ryan Bonowicz,"Drama,Sci-Fi"
87.0,Fires on the Plain,Shin'ya Tsukamoto,"Drama,War"
80.0,Satanik,Piero Vivarelli,"Crime,Drama,Sci-Fi"
0.0,Parviz,Majid Barzegar,"Crime,Drama,Thriller"
94.0,The Amateur,Juan Bautista Stagnaro,Drama
123.0,Daawat-e-Ishq,Habib Faisal,"Comedy,Drama,Romance"
88.0,Five Star,Keith Miller,Drama
116.0,A Man Called Hero,Wai Keung Lau,"Action,Adventure,Drama"
129.0,Stonewall,Roland Emmerich,"Drama,History"
89.0,Frankenstein,Bernard Rose,"Horror,Sci-Fi,Thriller"
113.0,Monk Comes Down the Mountain,Kaige Chen,"Action,Adventure,Comedy"
79.0,Fatima,Philippe Faucon,Drama
85.0,Blind Woman's Curse,Teruo Ishii,"Action,Crime,Horror"
91.0,The War in Space,"Jun Fukuda, Ishirô Honda, Toshio Masuda, Shûe Matsubayashi, Shirô Moritani","Action,Adventure,Sci-Fi"
107.0,The Old Fairy Tale: When the Sun Was God,Jerzy Hoffman,"Adventure,Drama,History"
100.0,Bloodsuckers,Yevgeni Tatarsky,Horror
143.0,What a Mess!,Vladimir Menshov,Comedy
90.0,When I'm Sixty-four,,
160.0,ABCD (Any Body Can Dance),Remo D'Souza,"Drama,Music"
0.0,Il terrorista,Gianfranco De Bosio,"Drama,War"
140.0,The Face Reader,Han Jae-rim,"Action,Drama,History"
644.0,Liquidation,,
130.0,The Staircase II: The Last Chance,Jean-Xavier de Lestrade,"Crime,Documentary,Drama"
105.0,Bloodworth,Shane Dax Taylor,"Drama,Romance"
90.0,The Wannabe,Nick Sandow,"Crime,Drama,Mystery"
86.0,Martyrs,"Kevin Goetz, Michael Goetz","Drama,Horror,Thriller"
93.0,Big Stone Gap,Adriana Trigiani,"Comedy,Family,Mystery"
90.0,Racing Extinction,Louie Psihoyos,"Adventure,Documentary,News"
87.0,Capital C,"Timon Birkhofer, Jørg M. Kundinger","Documentary,News"
122.0,I Give My First Love to You,Takehiko Shinjô,"Drama,Romance"
90.0,One & Two,Andrew Droz Palermo,"Drama,Fantasy,Thriller"
98.0,Lo and Behold: Reveries of the Connected World,Werner Herzog,Documentary
74.0,Kill Kane,Adam Stephen Kelly,"Crime,Thriller"
80.0,Addicted to Sexting,Joseph Tosconi,Documentary
96.0,Field of Lost Shoes,Sean McNamara,"Action,Drama,War"
0.0,Hello Stranger,Banjong Pisanthanakun,"Comedy,Romance"
80.0,Strangers,"Guy Nattiv, Erez Tadmor","Drama,Romance"
100.0,Looking for Grace,Sue Brooks,Drama
150.0,Adhurs,V.V. Vinayak,"Action,Comedy,Thriller"
87.0,Methadonia,,
84.0,All Mistakes Buried,Tim McCann,"Drama,Thriller"
389.0,World Without End,,
97.0,The Mine,Aleksi Salmenperä,Drama
100.0,La Sapienza,Eugène Green,Drama
0.0,Seeds of Yesterday,,
104.0,Soulmate,Axelle Carolyn,"Horror,Mystery"
97.0,The Boy,William Brent Bell,"Horror,Mystery,Thriller"
121.0,90 Minutes in Heaven,Michael Polish,Drama
88.0,Vampire Hookers,Cirio H. Santiago,"Comedy,Horror"
87.0,Jeruzalem,"Doron Paz, Yoav Paz","Action,Adventure,Horror"
104.0,Horse Money,Pedro Costa,Drama
78.0,Blood in the Face,"Anne Bohlen, Kevin Rafferty, James Ridgeway",Documentary
80.0,The Carboard Bernini,Olympia Stone,"Biography,Documentary,Drama"
108.0,Welcome to Happiness,Oliver Thompson,"Comedy,Drama,Fantasy"
109.0,Hundra,Matt Cimber,"Adventure,Fantasy"
98.0,iMurders,Robbie Bryan,"Crime,Drama,Horror"
98.0,Medeas,Andrea Pallaoro,Drama
72.0,Autoerotic,"Joe Swanberg, Adam Wingard","Drama,Romance"
89.0,"Semen, a Love Sample","Daniela Fejerman, Inés París","Comedy,Romance"
0.0,Romance on the Run,Gus Meins,"Adventure,Comedy,Crime"
0.0,Genetic Me,Pernille Rose Grønkjær,Documentary
88.0,The Chosen,Ben Jehoshua,"Horror,Thriller"
84.0,Ride or Die,,
102.0,Lazer Team,Matt Hullum,"Action,Comedy,Sci-Fi"
45.0,Last Hippie Standing,Marcus Robbin,Documentary
75.0,The 30 Foot Bride of Candy Rock,Sidney Miller,"Comedy,Sci-Fi"
92.0,Blood Brother,Steve Hoover,Documentary
101.0,China Cry: A True Story,James F. Collier,"Biography,Drama,History"
103.0,Alone Yet Not Alone,"Ray Bengston, George D. Escobar","Action,Drama,History"
107.0,Risen,Kevin Reynolds,"Action,Drama,History"
77.0,Obsession: Radical Islam's War Against the West,Wayne Kopping,Documentary
81.0,Hollywood High,Patrick Wright,Comedy
100.0,Holy Hell,Will Allen,"Documentary,Drama"
104.0,The Survivalist,Stephen Fingleton,"Drama,Sci-Fi,Thriller"
121.0,Grand Slam,Giuliano Montaldo,"Crime,Drama"
0.0,Bloodmoney,David K. Kyle,Documentary
20.0,The Butterfly Circus,,
87.0,The Eagle Huntress,Otto Bell,"Adventure,Documentary,Sport"
0.0,Zero,Gyula Nemes,"Action,Comedy,Drama"
24.0,The 2000 Year Old Man,,
112.0,The White Knights,Joachim Lafosse,Drama
80.0,Long Way North,Rémi Chayé,"Adventure,Animation,Drama"
101.0,Praying with Anger,M. Night Shyamalan,"Comedy,Drama"
72.0,Exit Elena,Nathan Silver,"Comedy,Drama"
5.0,Symphonie diagonale,,
104.0,Gideon's Trumpet,,
95.0,The Piano Lesson,,
96.0,Ruby Bridges,,
103.0,April and the Extraordinary World,"Christian Desmares, Franck Ekinci","Adventure,Animation,Comedy"
84.0,Trevor Noah: You Laugh But It's True,David Paul Meyer,Comedy
96.0,The Other Side of the Door,Johannes Roberts,"Horror,Thriller"
111.0,Saturday's Hero,David Miller,"Drama,Sport"
102.0,Dirty Grandpa,Dan Mazer,Comedy
97.0,Black Girl,Ossie Davis,Drama
85.0,Toni Braxton: Unbreak My Heart,,
92.0,Reptilicus,"Poul Bang, Sidney W. Pink","Action,Adventure,Drama"
96.0,Revenge of the Stepford Wives,,
112.0,The Wonders,Avi Nesher,"Comedy,Mystery"
106.0,Orleans,Andrey Proshkin,"Comedy,Drama,Thriller"
73.0,Requiem for the American Dream,"Peter D. Hutchison, Kelly Nyks, Jared P. Scott","Biography,Documentary,News"
130.0,Holy Lola,Bertrand Tavernier,Drama
130.0,Death Note Relight 2: L's Successors,,
105.0,Monella,Tinto Brass,"Comedy,Romance"
17.0,Three from Prostokvashino,,
87.0,Matterhorn,Diederik Ebbinge,"Comedy,Drama"
87.0,God Willing,Edoardo Maria Falcone,Comedy
90.0,Ever Been to the Moon?,Paolo Genovese,"Comedy,Romance"
114.0,The Finest Hours,Craig Gillespie,"Action,Drama,History"
105.0,Ghost in the Shell: Stand Alone Complex - Solid State Society,,
50.0,Inside The Dark Web,,
0.0,Mythos Wald,,
102.0,Black Box BRD,Andres Veiel,Documentary
90.0,#Horror,Tara Subkoff,"Crime,Drama,Horror"
90.0,A Gift Wrapped Christmas,,
75.0,My Last Year With The Nuns,Bret Fetzer,"Biography,Documentary"
73.0,White Rage,Arto Halonen,"Biography,Documentary"
93.0,Absolution,Petri Kotwica,"Drama,Thriller"
124.0,Getting Straight,Richard Rush,"Comedy,Drama,Romance"
93.0,The Captain from Köpenick,Helmut Käutner,"Comedy,Drama"
105.0,X: Past Is Present,"Hemant Gaba, Pratim D. Gupta, Sudhish Kamath, Nalan Kumarasamy, Anu Menon, Sandeep Mohan, Qaushiq Mukherjee, Rajshree Ojha, Raja Sen, Abhinav Shiv Tiwari, Suparn Varma","Drama,Mystery,Romance"
93.0,Mafalda - La Pelicula,Carlos D. Marquez,"Animation,Comedy,Family"
123.0,B.B. King: The Life of Riley,Jon Brewer,"Biography,Documentary,Music"
103.0,The Ogre of Athens,Nikos Koundouros,"Crime,Drama"
0.0,Joy,Mijke de Jong,Drama
82.0,Caught,,
82.0,There's No Tomorrow,Max Ophüls,Drama
96.0,Charley-One-Eye,Don Chaffey,"Drama,Western"
90.0,Hart to Hart: Till Death Do Us Hart,,
98.0,Molly Moon and the Incredible Book of Hypnotism,Christopher N. Rowley,"Adventure,Family,Fantasy"
81.0,Night Watch,Edgardo Cozarinsky,Drama
74.0,Pioneer Woman,,
107.0,Road 47,"Vicente Ferraz, Vincent Ferraz","Drama,History,War"
95.0,Arrowhead,Jesse O'Brien,"Action,Adventure,Sci-Fi"
87.0,Amazons,Alejandro Sessa,"Action,Adventure,Fantasy"
90.0,Le Mac,Pascal Bourdiaux,"Comedy,Crime"
95.0,Pit №8,Marianna Kaat,"Documentary,Drama"
95.0,Unforgotten Shadows,Lyubomyr Levytsky,"Adventure,Fantasy,Mystery"
90.0,Lucky Trouble,Levan Gabriadze,"Comedy,Romance,Sport"
82.0,The Best Movie 2,Oleg Fomin,Comedy
120.0,The Guide,Oles Sanin,"Drama,History"
89.0,Hell,"Sathit Praditsarn, Teekayu Thamnitayakul","Adventure,Fantasy,Horror"
90.0,Transylvanian Garlic,Lucian Alexandrescu,"Adventure,Comedy,Family"
90.0,Creature from the Hillbilly Lagoon,,
118.0,My All American,Angelo Pizzo,"Biography,Drama,Sport"
142.0,La mies es mucha,José Luis Sáenz de Heredia,Drama
90.0,$50K and a Call Girl: A Love Story,Seth Grossman,"Action,Adventure,Comedy"
120.0,The Birth of a Nation,Nate Parker,"Biography,Drama,History"
91.0,Deep Powder,Mo Ogrodnik,"Drama,Thriller"
80.0,An Inspector Calls,Guy Hamilton,"Crime,Drama,Mystery"
93.0,A Touch of Larceny,Guy Hamilton,Comedy
128.0,Holding the Man,Neil Armfield,"Biography,Drama,History"
95.0,Blood,Pedro Costa,"Drama,Mystery"
100.0,Veljet,Tahvo Hirvonen,"Documentary,Music"
95.0,Amerikana,James Merendino,"Comedy,Drama"
0.0,The Manchu Eagle Murder Caper Mystery,Dean Hargrove,"Comedy,Crime,Mystery"
85.0,Hardly a Butterfly,,
165.0,Ajnabee,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Action,Crime,Drama"
140.0,Jodi No.1,David Dhawan,"Comedy,Crime,Romance"
0.0,Pyaar Tune Kya Kiya,Rajat Mukherjee,"Drama,Romance,Thriller"
159.0,Style,N. Chandra,"Comedy,Musical,Mystery"
0.0,Love Ke Liye Kuch Bhi Karega,Eeshwar Nivas,"Comedy,Crime,Romance"
137.0,Mujhe Kucch Kehna Hai,Satish Kaushik,"Drama,Romance"
156.0,Albela,Deepak Sareen,"Comedy,Drama,Romance"
193.0,Yaadein,Subhash Ghai,"Drama,Musical,Romance"
178.0,Indian,N. Maharajan,"Action,Crime,Drama"
158.0,Tum Bin,"Anubhav Sinha, Anupam Sinha","Drama,Romance"
0.0,Aashiq,Indra Kumar,"Action,Drama,Romance"
0.0,Yeh Raaste Hain Pyaar Ke,Deepak S. Shivdasani,"Action,Drama,Romance"
141.0,Aamdani Atthanni Kharcha Rupaiya,"K. Raghavendra Rao, A.S. Ravindra Babu","Comedy,Drama,Family"
93.0,The Thorn,Peter McWilliams,Comedy
120.0,Rugged Gold,,
94.0,Polycarp,Joe Henline,"Drama,History"
124.0,Titli,Kanu Behl,"Crime,Drama,Thriller"
94.0,Beware of Christians,Will Bakke,"Comedy,Documentary"
120.0,The Nanny Express,,
80.0,Greenery Will Bloom Again,Ermanno Olmi,"Drama,History,War"
,Tempo instabile con probabili schiarite,Marco Pontecorvo,"Animation,Comedy"
90.0,I Killed Napoleon,Giorgia Farina,Comedy
120.0,Supervolcano,,
151.0,Anjaana Anjaani,Siddharth Anand,"Comedy,Drama,Musical"
